Date,Close,Offset,Code
20091102,27.044285,0.004297034,AAPL
20091103,26.964285,-0.002958111,AAPL
20091104,27.258572,0.010913955,AAPL
20091105,27.718571,0.016875389,AAPL
20091106,27.762857,0.001597701,AAPL
20091109,28.780001,0.036636863,AAPL
20091110,28.997143,0.007544892,AAPL
20091111,29.035715,0.0013302,AAPL
20091112,28.855715,-0.006199262,AAPL
20091113,29.207144,0.012178835,AAPL
20091116,29.518572,0.010662734,AAPL
20091117,29.571428,0.001790602,AAPL
20091118,29.422857,-0.00502414,AAPL
20091119,28.644285,-0.026461468,AAPL
20091120,28.559999,-0.002942507,AAPL
20091123,29.411428,0.029811941,AAPL
20091124,29.205715,-0.006994322,AAPL
20091125,29.17,-0.001222877,AAPL
20091127,28.655714,-0.017630648,AAPL
20091130,28.558571,-0.003390005,AAPL
20091201,28.138571,-0.014706618,AAPL
20091202,28.032858,-0.003756872,AAPL
20091203,28.068571,0.001273969,AAPL
20091204,27.617144,-0.016083006,AAPL
20091207,26.992857,-0.022605053,AAPL
20091208,27.124287,0.004869066,AAPL
20091209,28.257143,0.041765374,AAPL
20091210,28.061428,-0.006926213,AAPL
20091211,27.809999,-0.00895995,AAPL
20091214,28.139999,0.011866236,AAPL
20091215,27.738571,-0.014265388,AAPL
20091216,27.861429,0.004429139,AAPL
20091217,27.408571,-0.01625394,AAPL
20091218,27.918571,0.018607318,AAPL
20091221,28.318571,0.014327381,AAPL
20091222,28.622858,0.01074514,AAPL
20091223,28.871429,0.008684353,AAPL
20091224,29.862858,0.03433945,AAPL
20091228,30.23,0.012294269,AAPL
20091229,29.871429,-0.011861429,AAPL
20091230,30.234285,0.01214726,AAPL
20091231,30.104286,-0.004299721,AAPL
20090601,83.050003,1.758743489,AMZN
20090602,84.93,0.022636929,AMZN
20090603,85.68,0.008830802,AMZN
20090604,85.519997,-0.001867449,AMZN
20090605,87.559998,0.023854082,AMZN
20090608,86.360001,-0.013704854,AMZN
20090609,87.080002,0.008337205,AMZN
20090610,86.589996,-0.005627078,AMZN
20090611,85.690002,-0.010393741,AMZN
20090612,84.080002,-0.018788656,AMZN
20090615,83.18,-0.010704115,AMZN
20090616,82.150002,-0.01238276,AMZN
20090617,82.650002,0.006086427,AMZN
20090618,81.599998,-0.012704222,AMZN
20090619,82.959999,0.016666679,AMZN
20090622,79.150002,-0.045925712,AMZN
20090623,77.68,-0.018572356,AMZN
20090624,79.269997,0.02046855,AMZN
20090625,82.199997,0.036962282,AMZN
20090626,83.879997,0.020437957,AMZN
20090629,83.029999,-0.010133501,AMZN
20090630,83.660004,0.007587679,AMZN
20090701,81.599998,-0.024623547,AMZN
20090702,79.32,-0.027941153,AMZN
20090706,78.099998,-0.015380761,AMZN
20090707,75.629997,-0.031626134,AMZN
20090708,77.360001,0.022874574,AMZN
20090709,78.099998,0.009565628,AMZN
20090710,77.629997,-0.006017939,AMZN
20090713,81.470001,0.049465466,AMZN
20090714,81.949997,0.00589169,AMZN
20090715,84.550003,0.031726737,AMZN
20090716,86.110001,0.018450597,AMZN
20090717,85.849998,-0.003019429,AMZN
20090720,88.230003,0.027722831,AMZN
20090721,89.010002,0.008840519,AMZN
20090722,88.790001,-0.002471644,AMZN
20090723,93.870003,0.057213672,AMZN
20090724,86.489998,-0.078619418,AMZN
20090727,84.239998,-0.026014569,AMZN
20090728,84.980003,0.008784485,AMZN
20090729,84.339996,-0.007531266,AMZN
20090730,86.089996,0.020749349,AMZN
20090731,85.760002,-0.003833128,AMZN
20090803,87.440002,0.019589552,AMZN
20090804,85.800003,-0.018755706,AMZN
20090805,84.290001,-0.01759909,AMZN
20090806,84.470001,0.002135485,AMZN
20090807,85.32,0.010062732,AMZN
20090810,84.440002,-0.010314088,AMZN
20090811,83.559998,-0.010421648,AMZN
20090812,85.959999,0.028721889,AMZN
20090813,84.599998,-0.015821324,AMZN
20090814,83.580002,-0.012056691,AMZN
20090817,81.059998,-0.030150801,AMZN
20090818,82.120003,0.013076795,AMZN
20090819,83,0.010715988,AMZN
20090820,84.089996,0.013132482,AMZN
20090821,85,0.010821787,AMZN
20090824,84.5,-0.005882353,AMZN
20090825,84.190002,-0.003668615,AMZN
20090826,84,-0.002256824,AMZN
20090827,84.309998,0.003690452,AMZN
20090828,82.760002,-0.018384486,AMZN
20090831,81.190002,-0.018970517,AMZN
20090901,79.160004,-0.025003054,AMZN
20090902,78.139999,-0.012885358,AMZN
20090903,78.459999,0.004095214,AMZN
20090904,78.870003,0.005225644,AMZN
20090908,80.900002,0.025738543,AMZN
20090909,82.239998,0.016563609,AMZN
20090910,83.849998,0.019576849,AMZN
20090911,84.540001,0.008229016,AMZN
20090914,83.860001,-0.00804353,AMZN
20090915,83.550003,-0.003696613,AMZN
20090916,90.699997,0.085577424,AMZN
20090917,90.440002,-0.002866538,AMZN
20090918,90.279999,-0.001769162,AMZN
20090921,90.559998,0.003101451,AMZN
20090922,93.75,0.035225288,AMZN
20090923,92.379997,-0.014613365,AMZN
20090924,92.110001,-0.002922667,AMZN
20090925,90.519997,-0.017262013,AMZN
20090928,92.209999,0.01866993,AMZN
20090929,91.720001,-0.005313936,AMZN
20090930,93.360001,0.017880506,AMZN
20091001,91.040001,-0.024850043,AMZN
20091002,89.849998,-0.01307121,AMZN
20091005,88.669998,-0.013133,AMZN
20091006,90.910004,0.025262276,AMZN
20091007,93.970001,0.033659629,AMZN
20091008,95.220001,0.013302118,AMZN
20091009,95.709999,0.005145957,AMZN
20091012,93.599998,-0.022045774,AMZN
20091013,94.830002,0.013141069,AMZN
20091014,97.459999,0.027733807,AMZN
20091015,96.010002,-0.014877868,AMZN
20091016,95.32,-0.007186772,AMZN
20091019,94.68,-0.006714226,AMZN
20091020,94.980003,0.003168599,AMZN
20091021,93.419998,-0.016424563,AMZN
20091022,93.449997,0.00032112,AMZN
20091023,118.489998,0.267950795,AMZN
20091026,124.639999,0.051903124,AMZN
20091027,122.07,-0.020619376,AMZN
20091028,121.639999,-0.003522577,AMZN
20091029,122.580002,0.007727746,AMZN
20091030,118.809998,-0.030755457,AMZN
20091102,118.839996,0.000252487,AMZN
20091103,118.370003,-0.003954839,AMZN
20091104,117.099998,-0.010729112,AMZN
20091105,120.610001,0.029974407,AMZN
20091106,126.199997,0.046347699,AMZN
20091109,126.669998,0.003724255,AMZN
20091110,130.149994,0.02747293,AMZN
20091111,129.910004,-0.001843949,AMZN
20091112,130.529999,0.004772496,AMZN
20091113,132.970001,0.018693036,AMZN
20091116,131.589996,-0.010378318,AMZN
20091117,131.25,-0.002583753,AMZN
20091118,131.289993,0.000304709,AMZN
20091119,128.990005,-0.01751838,AMZN
20091120,129.660004,0.005194193,AMZN
20091123,133,0.025759648,AMZN
20091124,132.940002,-0.000451113,AMZN
20091125,134.029999,0.008199165,AMZN
20091127,131.740005,-0.017085682,AMZN
20091130,135.910004,0.031653248,AMZN
20091201,138.5,0.019056699,AMZN
20091202,142.25,0.027075812,AMZN
20091203,141.169998,-0.007592281,AMZN
20091204,137.580002,-0.025430304,AMZN
20091207,134.210007,-0.024494803,AMZN
20091208,134.110001,-0.000745146,AMZN
20091209,131.309998,-0.020878406,AMZN
20091210,135.380005,0.030995408,AMZN
20091211,134.149994,-0.009085618,AMZN
20091214,131.380005,-0.020648447,AMZN
20091215,130.229996,-0.008753303,AMZN
20091216,128.360001,-0.014359173,AMZN
20091217,126.910004,-0.011296331,AMZN
20091218,128.479996,0.012370908,AMZN
20091221,132.789993,0.033546055,AMZN
20091222,133.75,0.007229513,AMZN
20091223,138.940002,0.038803753,AMZN
20091224,138.470001,-0.003382762,AMZN
20091228,139.309998,0.006066274,AMZN
20091229,139.410004,0.000717867,AMZN
20091230,136.490005,-0.020945405,AMZN
20091231,134.520004,-0.014433299,AMZN
20090601,14.92,-0.889087128,INTL
20090602,15.63,0.047587131,INTL
20090603,14.98,-0.041586692,INTL
20090604,15.38,0.02670227,INTL
20090605,15.58,0.013003901,INTL
20090608,15.15,-0.027599487,INTL
20090609,15.46,0.020462046,INTL
20090610,15.04,-0.027166882,INTL
20090611,15.33,0.019281915,INTL
20090612,15.37,0.002609263,INTL
20090615,14.49,-0.057254392,INTL
20090616,13.55,-0.064872326,INTL
20090617,14.64,0.080442804,INTL
20090618,13.63,-0.068989071,INTL
20090619,14.14,0.037417461,INTL
20090622,12.25,-0.133663366,INTL
20090623,12.84,0.048163265,INTL
20090624,13.91,0.083333333,INTL
20090625,14.62,0.051042416,INTL
20090626,15.22,0.041039672,INTL
20090629,15.2,-0.00131406,INTL
20090630,14.87,-0.021710526,INTL
20090701,15.74,0.058507061,INTL
20090702,13.93,-0.114993647,INTL
20090706,14.25,0.022972003,INTL
20090707,13.88,-0.025964912,INTL
20090708,13.03,-0.061239193,INTL
20090709,13.26,0.017651573,INTL
20090710,13.62,0.027149321,INTL
20090713,13.89,0.019823789,INTL
20090714,13.84,-0.003599712,INTL
20090715,14.36,0.037572254,INTL
20090716,14.25,-0.007660167,INTL
20090717,14.21,-0.002807018,INTL
20090720,14.38,0.011963406,INTL
20090721,15,0.043115438,INTL
20090722,15.72,0.048,INTL
20090723,16.74,0.064885496,INTL
20090724,16.4,-0.020310633,INTL
20090727,16.620001,0.013414695,INTL
20090728,16.99,0.022262273,INTL
20090729,16.35,-0.037669217,INTL
20090730,17.52,0.071559633,INTL
20090731,17.799999,0.015981678,INTL
20090803,18.389999,0.033146069,INTL
20090804,18.559999,0.009244155,INTL
20090805,18.23,-0.017780119,INTL
20090806,18.49,0.014262205,INTL
20090807,18.68,0.010275825,INTL
20090810,17.030001,-0.088329711,INTL
20090811,16.780001,-0.014679976,INTL
20090812,17.74,0.057210902,INTL
20090813,17.75,0.000563698,INTL
20090814,17.01,-0.041690141,INTL
20090817,16.01,-0.058788948,INTL
20090818,16.16,0.009369144,INTL
20090819,16.709999,0.034034592,INTL
20090820,16.860001,0.008976781,INTL
20090821,17.190001,0.019572953,INTL
20090824,16.969999,-0.012798254,INTL
20090825,16.879999,-0.005303477,INTL
20090826,17.26,0.022511909,INTL
20090827,17.27,0.000579374,INTL
20090828,17,-0.015634047,INTL
20090831,16.32,-0.04,INTL
20090901,15.6,-0.044117647,INTL
20090902,15.98,0.024358974,INTL
20090903,16.040001,0.003754756,INTL
20090904,15.96,-0.004987593,INTL
20090908,15.94,-0.001253133,INTL
20090909,16.719999,0.048933438,INTL
20090910,16.690001,-0.001794139,INTL
20090911,16.200001,-0.029358896,INTL
20090914,16.51,0.01913574,INTL
20090915,16.59,0.004845548,INTL
20090916,16.549999,-0.002411151,INTL
20090917,16.860001,0.01873124,INTL
20090918,16.969999,0.006524199,INTL
20090921,16.700001,-0.015910313,INTL
20090922,16.4,-0.017964131,INTL
20090923,16.389999,-0.000609817,INTL
20090924,16.32,-0.004270836,INTL
20090925,16.639999,0.019607782,INTL
20090928,16.549999,-0.005408654,INTL
20090929,16.68,0.007855046,INTL
20090930,16.51,-0.010191847,INTL
20091001,15.84,-0.040581466,INTL
20091002,16.67,0.05239899,INTL
20091005,16.98,0.018596281,INTL
20091006,17.82,0.049469965,INTL
20091007,18.24,0.023569024,INTL
20091008,19.049999,0.04440784,INTL
20091009,19.01,-0.002099685,INTL
20091012,19.6,0.031036297,INTL
20091013,19.68,0.004081633,INTL
20091014,19.41,-0.013719512,INTL
20091015,19.32,-0.004636785,INTL
20091016,19.18,-0.007246377,INTL
20091019,19.360001,0.009384828,INTL
20091020,18.75,-0.031508314,INTL
20091021,19.6,0.045333333,INTL
20091022,19.809999,0.010714235,INTL
20091023,18.66,-0.058051442,INTL
20091026,17.690001,-0.051982797,INTL
20091027,17.950001,0.014697568,INTL
20091028,17.15,-0.044568298,INTL
20091029,18.02,0.050728863,INTL
20091030,17.99,-0.001664817,INTL
20091102,17.959999,-0.001667649,INTL
20091103,17.950001,-0.000556682,INTL
20091104,17.950001,0,INTL
20091105,18.9,0.052924732,INTL
20091106,18.34,-0.02962963,INTL
20091109,18.07,-0.014721919,INTL
20091110,17.549999,-0.028777034,INTL
20091111,17.52,-0.001709345,INTL
20091112,17.35,-0.009703196,INTL
20091113,17.73,0.021902017,INTL
20091116,17.92,0.0107163,INTL
20091117,17.9,-0.001116071,INTL
20091118,18.07,0.009497207,INTL
20091119,17.540001,-0.029330327,INTL
20091120,17.52,-0.001140308,INTL
20091123,17.629999,0.006278482,INTL
20091124,17.42,-0.011911458,INTL
20091125,16.75,-0.038461538,INTL
20091127,16.370001,-0.022686507,INTL
20091130,16.51,0.008552168,INTL
20091201,16.120001,-0.023621987,INTL
20091202,16.25,0.008064454,INTL
20091203,15.9,-0.021538462,INTL
20091204,16.1,0.012578616,INTL
20091207,16,-0.00621118,INTL
20091208,15.69,-0.019375,INTL
20091209,15.5,-0.012109624,INTL
20091210,15.5,0,INTL
20091211,15.56,0.003870968,INTL
20091214,15.44,-0.007712082,INTL
20091215,15.02,-0.027202073,INTL
20091216,15.13,0.007323569,INTL
20091217,14.84,-0.019167217,INTL
20091218,15.79,0.064016173,INTL
20091221,15.18,-0.038632046,INTL
20091222,14.93,-0.016469038,INTL
20091223,15.09,0.010716678,INTL
20091224,14.57,-0.034459907,INTL
20091228,14.72,0.010295127,INTL
20091229,14.85,0.008831522,INTL
20091230,14.78,-0.004713805,INTL
20091231,14.54,-0.01623816,INTL
20090601,21.4,0.471801926,MSFT
20090602,21.4,0,MSFT
20090603,21.73,0.015420561,MSFT
20090604,21.83,0.004601933,MSFT
20090605,22.139999,0.014200596,MSFT
20090608,22.049999,-0.004065041,MSFT
20090609,22.08,0.00136059,MSFT
20090610,22.549999,0.021286187,MSFT
20090611,22.83,0.012416896,MSFT
20090612,23.33,0.021901007,MSFT
20090615,23.42,0.003857694,MSFT
20090616,23.450001,0.001280999,MSFT
20090617,23.68,0.009808059,MSFT
20090618,23.5,-0.007601351,MSFT
20090619,24.07,0.024255319,MSFT
20090622,23.280001,-0.032820897,MSFT
20090623,23.34,0.002577277,MSFT
20090624,23.469999,0.005569794,MSFT
20090625,23.790001,0.013634513,MSFT
20090626,23.35,-0.018495207,MSFT
20090629,23.860001,0.021841585,MSFT
20090630,23.77,-0.003772045,MSFT
20090701,24.040001,0.011358898,MSFT
20090702,23.370001,-0.027870215,MSFT
20090706,23.200001,-0.007274283,MSFT
20090707,22.530001,-0.028879309,MSFT
20090708,22.559999,0.001331469,MSFT
20090709,22.440001,-0.005319061,MSFT
20090710,22.389999,-0.002228253,MSFT
20090713,23.23,0.037516795,MSFT
20090714,23.110001,-0.005165691,MSFT
20090715,24.120001,0.043704022,MSFT
20090716,24.440001,0.013266998,MSFT
20090717,24.290001,-0.006137479,MSFT
20090720,24.530001,0.009880609,MSFT
20090721,24.83,0.012229881,MSFT
20090722,24.799999,-0.001208256,MSFT
20090723,25.559999,0.030645163,MSFT
20090724,23.450001,-0.082550786,MSFT
20090727,23.110001,-0.014498933,MSFT
20090728,23.469999,0.015577585,MSFT
20090729,23.799999,0.014060503,MSFT
20090730,23.809999,0.000420168,MSFT
20090731,23.52,-0.012179715,MSFT
20090803,23.83,0.013180272,MSFT
20090804,23.77,-0.002517835,MSFT
20090805,23.809999,0.001682751,MSFT
20090806,23.459999,-0.014699707,MSFT
20090807,23.559999,0.004262575,MSFT
20090810,23.42,-0.005942233,MSFT
20090811,23.129999,-0.012382622,MSFT
20090812,23.530001,0.017293645,MSFT
20090813,23.620001,0.003824904,MSFT
20090814,23.690001,0.00296359,MSFT
20090817,23.25,-0.018573279,MSFT
20090818,23.58,0.014193548,MSFT
20090819,23.65,0.002968617,MSFT
20090820,23.67,0.000845666,MSFT
20090821,24.41,0.031263202,MSFT
20090824,24.639999,0.009422327,MSFT
20090825,24.639999,0,MSFT
20090826,24.549999,-0.003652598,MSFT
20090827,24.690001,0.005702729,MSFT
20090828,24.68,-0.000405063,MSFT
20090831,24.65,-0.001215559,MSFT
20090901,24,-0.026369168,MSFT
20090902,23.860001,-0.005833292,MSFT
20090903,24.110001,0.010477787,MSFT
20090904,24.620001,0.021153048,MSFT
20090908,24.82,0.008123436,MSFT
20090909,24.780001,-0.001611563,MSFT
20090910,25,0.008878087,MSFT
20090911,24.860001,-0.00559996,MSFT
20090914,25,0.005631496,MSFT
20090915,25.200001,0.00800004,MSFT
20090916,25.200001,0,MSFT
20090917,25.299999,0.003968174,MSFT
20090918,25.26,-0.001580988,MSFT
20090921,25.299999,0.001583492,MSFT
20090922,25.77,0.018577115,MSFT
20090923,25.709999,-0.002328328,MSFT
20090924,25.940001,0.008946014,MSFT
20090925,25.549999,-0.015034772,MSFT
20090928,25.83,0.010958944,MSFT
20090929,25.75,-0.003097174,MSFT
20090930,25.719999,-0.001165087,MSFT
20091001,24.879999,-0.03265941,MSFT
20091002,24.959999,0.003215434,MSFT
20091005,24.639999,-0.012820513,MSFT
20091006,25.110001,0.019074757,MSFT
20091007,25.1,-0.000398288,MSFT
20091008,25.67,0.022709163,MSFT
20091009,25.549999,-0.004674757,MSFT
20091012,25.719999,0.006653621,MSFT
20091013,25.809999,0.003499223,MSFT
20091014,25.959999,0.005811701,MSFT
20091015,26.709999,0.028890602,MSFT
20091016,26.5,-0.007862187,MSFT
20091019,26.360001,-0.005282981,MSFT
20091020,26.370001,0.000379363,MSFT
20091021,26.58,0.007963557,MSFT
20091022,26.59,0.000376223,MSFT
20091023,28.02,0.053779616,MSFT
20091026,28.68,0.023554604,MSFT
20091027,28.59,-0.003138075,MSFT
20091028,28.02,-0.019937041,MSFT
20091029,28.219999,0.007137723,MSFT
20091030,27.73,-0.017363537,MSFT
20091102,27.879999,0.005409268,MSFT
20091103,27.530001,-0.012553731,MSFT
20091104,28.059999,0.019251652,MSFT
20091105,28.469999,0.014611547,MSFT
20091106,28.52,0.00175627,MSFT
20091109,28.99,0.016479663,MSFT
20091110,29.01,0.000689893,MSFT
20091111,29.120001,0.00379183,MSFT
20091112,29.360001,0.008241758,MSFT
20091113,29.629999,0.009196117,MSFT
20091116,29.540001,-0.003037395,MSFT
20091117,30,0.015572071,MSFT
20091118,30.110001,0.0036667,MSFT
20091119,29.780001,-0.010959814,MSFT
20091120,29.620001,-0.005372733,MSFT
20091123,29.940001,0.010803511,MSFT
20091124,29.91,-0.001002037,MSFT
20091125,29.790001,-0.004012003,MSFT
20091127,29.219999,-0.019134004,MSFT
20091130,29.41,0.00650243,MSFT
20091201,30.01,0.020401224,MSFT
20091202,29.780001,-0.007664079,MSFT
20091203,29.83,0.001678946,MSFT
20091204,29.98,0.005028495,MSFT
20091207,29.790001,-0.006337525,MSFT
20091208,29.57,-0.007385062,MSFT
20091209,29.709999,0.004734494,MSFT
20091210,29.870001,0.00538546,MSFT
20091211,29.85,-0.000669602,MSFT
20091214,30.110001,0.008710251,MSFT
20091215,30.02,-0.002989073,MSFT
20091216,30.1,0.00266489,MSFT
20091217,29.6,-0.016611296,MSFT
20091218,30.360001,0.025675709,MSFT
20091221,30.52,0.005270059,MSFT
20091222,30.82,0.00982962,MSFT
20091223,30.92,0.003244646,MSFT
20091224,31,0.002587322,MSFT
20091228,31.17,0.005483871,MSFT
20091229,31.389999,0.007058037,MSFT
20091230,30.959999,-0.013698631,MSFT
20091231,30.48,-0.015503844,MSFT
